image_id,image_path,classes,organ,classes_clean,instruction
42,1_Colon_fold_1_0805_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,The Colon reveals microscopic alterations consistent with Inflammatory and Connective_Soft_tissue and Neoplastic.
43,1_Colon_fold_1_0806_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,Delineate microscopic pathology in Colon for Inflammatory and Connective_Soft_tissue and Neoplastic.
44,1_Colon_fold_1_0807_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,Identify lesion progression stages in Colon for Inflammatory and Connective_Soft_tissue and Neoplastic.
45,1_Colon_fold_1_0808_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,Findings: Inflammatory and Connective_Soft_tissue and Neoplastic affecting the Colon.
46,1_Colon_fold_1_0809_img.png,Connective_Soft_tissue;Inflammatory;Neoplastic,Colon,Connective_Soft_tissue and Inflammatory and Neoplastic,Label suspected malignancy areas in Colon due to Connective_Soft_tissue and Inflammatory and Neoplastic.
47,1_Colon_fold_1_0810_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,This Colon case belongs to Inflammatory and Connective_Soft_tissue and Neoplastic.
48,1_Colon_fold_1_0811_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Colon,Neoplastic and Inflammatory and Connective_Soft_tissue,Highlight necrotic spread within Colon due to Neoplastic and Inflammatory and Connective_Soft_tissue.
49,1_Colon_fold_1_0812_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Colon,Neoplastic and Inflammatory and Connective_Soft_tissue,Histological study of the Colon reveals Neoplastic and Inflammatory and Connective_Soft_tissue.
50,1_Colon_fold_1_0813_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Colon,Neoplastic and Inflammatory and Connective_Soft_tissue,The Colon section is diagnostic for Neoplastic and Inflammatory and Connective_Soft_tissue.
51,1_Colon_fold_1_0814_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,The Colon section is diagnostic for Inflammatory and Connective_Soft_tissue and Neoplastic.
52,1_Bladder_fold_2_0815_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Bladder,Neoplastic and Inflammatory and Connective_Soft_tissue,This Bladder record is Neoplastic and Inflammatory and Connective_Soft_tissue.
53,1_Bladder_fold_2_0816_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Bladder,Neoplastic and Connective_Soft_tissue and Inflammatory,Determine the condition of this Bladder: Neoplastic and Connective_Soft_tissue and Inflammatory.
54,1_Bladder_fold_2_0817_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Bladder,Neoplastic and Inflammatory and Connective_Soft_tissue,Locate Neoplastic and Inflammatory and Connective_Soft_tissue structures present in this Bladder image.
55,1_Bladder_fold_2_0818_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Bladder,Neoplastic and Inflammatory and Connective_Soft_tissue,This Bladder image should be labeled as Neoplastic and Inflammatory and Connective_Soft_tissue.
56,1_Bladder_fold_2_0819_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Bladder,Neoplastic and Connective_Soft_tissue and Inflammatory,Mark tissue boundaries of pathological interest in Bladder.
57,1_Breast_fold_2_0820_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Define tumor margins and necrotic cores in Breast samples.
58,1_Breast_fold_2_0821_img.png,Neoplastic;Epithelial;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Epithelial and Connective_Soft_tissue and Inflammatory,Histological review of the Breast shows Neoplastic and Epithelial and Connective_Soft_tissue and Inflammatory.
59,1_Breast_fold_2_0822_img.png,Neoplastic;Epithelial;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Epithelial and Connective_Soft_tissue and Inflammatory,Trace regions altered structurally in Breast with Neoplastic and Epithelial and Connective_Soft_tissue and Inflammatory.
60,1_Breast_fold_2_0823_img.png,Neoplastic;Epithelial;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Epithelial and Connective_Soft_tissue and Inflammatory,Findings within the Breast are consistent with Neoplastic and Epithelial and Connective_Soft_tissue and Inflammatory.
61,1_Bladder_fold_2_0824_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Bladder,Inflammatory and Connective_Soft_tissue and Neoplastic,Trace severe pathological margins in Bladder due to Inflammatory and Connective_Soft_tissue and Neoplastic.
62,1_Bladder_fold_2_0825_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Bladder,Inflammatory and Connective_Soft_tissue and Neoplastic,Determine whether Inflammatory and Connective_Soft_tissue and Neoplastic changes affect this Bladder.
63,1_Bladder_fold_2_0826_img.png,Neoplastic;Inflammatory;Epithelial;Connective_Soft_tissue,Bladder,Neoplastic and Inflammatory and Epithelial and Connective_Soft_tissue,Circle proliferative activity zones inside Bladder.
64,1_Bladder_fold_2_0827_img.png,Neoplastic;Epithelial;Connective_Soft_tissue;Inflammatory,Bladder,Neoplastic and Epithelial and Connective_Soft_tissue and Inflammatory,This Bladder example is Neoplastic and Epithelial and Connective_Soft_tissue and Inflammatory.
65,1_Bladder_fold_2_0828_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Bladder,Neoplastic and Inflammatory and Connective_Soft_tissue,The biopsy from the Bladder shows Neoplastic and Inflammatory and Connective_Soft_tissue.
66,1_Colon_fold_1_0829_img.png,Connective_Soft_tissue;Neoplastic;Inflammatory,Colon,Connective_Soft_tissue and Neoplastic and Inflammatory,The Colon appears to show Connective_Soft_tissue and Neoplastic and Inflammatory.
67,1_Colon_fold_1_0830_img.png,Neoplastic;Connective_Soft_tissue,Colon,Neoplastic and Connective_Soft_tissue,Delineate zones in the Colon consistent with Neoplastic and Connective_Soft_tissue.
68,1_Breast_fold_3_0831_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The Breast slide demonstrates Neoplastic and Inflammatory and Connective_Soft_tissue.
69,1_Breast_fold_3_0832_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Identify irregular tissue masses in Breast samples.
70,1_Breast_fold_3_0833_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Trace glandular changes in Breast under Neoplastic and Inflammatory and Connective_Soft_tissue.
71,1_Breast_fold_3_0834_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,This Breast belongs to which class? Options: Neoplastic and Inflammatory and Connective_Soft_tissue.
72,1_Breast_fold_3_0835_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Circle proliferative activity zones inside Breast.
73,1_Breast_fold_3_0836_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The Breast tissue is marked by Neoplastic and Inflammatory and Connective_Soft_tissue.
74,1_Breast_fold_3_0837_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Diagnostic impression: Neoplastic and Inflammatory and Connective_Soft_tissue in the Breast.
75,1_Breast_fold_3_0838_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,This Breast dataset entry shows Neoplastic and Inflammatory and Connective_Soft_tissue.
76,1_Breast_fold_3_0839_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Mark granular details of Breast indicative of Neoplastic and Inflammatory and Connective_Soft_tissue.
77,1_Breast_fold_3_0840_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,The Breast corresponds with Neoplastic and Connective_Soft_tissue and Inflammatory.
78,1_Colon_fold_1_0841_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,The Colon histological sample reveals Inflammatory and Connective_Soft_tissue and Neoplastic.
79,1_Colon_fold_1_0842_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,Trace borders of the lesion within the Colon.
80,1_Colon_fold_1_0843_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,Tissue morphology of the Colon is consistent with Inflammatory and Connective_Soft_tissue and Neoplastic.
81,1_Colon_fold_1_0844_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,Outline suspicious regions in the Colon corresponding to Inflammatory and Connective_Soft_tissue and Neoplastic.
82,1_Colon_fold_1_0845_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,Trace severe pathological margins in Colon due to Inflammatory and Connective_Soft_tissue and Neoplastic.
83,1_Colon_fold_1_0846_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,The Colon matches the label Inflammatory and Connective_Soft_tissue and Neoplastic.
84,1_Colon_fold_1_0847_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,This Colon belongs to group Inflammatory and Connective_Soft_tissue and Neoplastic.
85,1_Colon_fold_1_0848_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,The Colon has been annotated as Inflammatory and Connective_Soft_tissue and Neoplastic.
86,1_Colon_fold_1_0849_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic;Dead,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic and Dead,Provide the segmentation of Colon abnormalities due to Inflammatory and Connective_Soft_tissue and Neoplastic and Dead.
87,1_Colon_fold_1_0850_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Colon,Inflammatory and Connective_Soft_tissue and Neoplastic,Mark areas in the Colon that may correspond to Inflammatory and Connective_Soft_tissue and Neoplastic.
88,1_Bladder_fold_3_0851_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Bladder,Neoplastic and Inflammatory and Connective_Soft_tissue,This Bladder image should be labeled as Neoplastic and Inflammatory and Connective_Soft_tissue.
89,1_Bladder_fold_3_0852_img.png,Neoplastic;Connective_Soft_tissue;Dead,Bladder,Neoplastic and Connective_Soft_tissue and Dead,Looks like Neoplastic and Connective_Soft_tissue and Dead in the Bladder.
90,1_Bladder_fold_3_0853_img.png,Neoplastic;Connective_Soft_tissue;Dead,Bladder,Neoplastic and Connective_Soft_tissue and Dead,Label zones of irregular density in Bladder for Neoplastic and Connective_Soft_tissue and Dead.
91,1_Breast_fold_3_0854_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,This Breast type shows Neoplastic and Inflammatory and Connective_Soft_tissue.
92,1_Breast_fold_3_0855_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Tissue sections from the Breast indicate Neoplastic and Inflammatory and Connective_Soft_tissue.
93,1_Breast_fold_3_0856_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Delineate tissue abnormalities inside the Breast for Neoplastic and Inflammatory and Connective_Soft_tissue.
94,1_Breast_fold_3_0857_img.png,Neoplastic;Epithelial;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Epithelial and Connective_Soft_tissue and Inflammatory,Detect the presence of Neoplastic and Epithelial and Connective_Soft_tissue and Inflammatory in the scanned Breast section.
95,1_Breast_fold_3_0858_img.png,Neoplastic;Epithelial;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Epithelial and Inflammatory and Connective_Soft_tissue,The Breast here shows Neoplastic and Epithelial and Inflammatory and Connective_Soft_tissue.
96,1_Breast_fold_3_0859_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Histological sections of the Breast show Neoplastic and Connective_Soft_tissue and Inflammatory.
97,1_Bladder_fold_3_0860_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Bladder,Inflammatory and Connective_Soft_tissue and Neoplastic,Highlight diagnostic features of Inflammatory and Connective_Soft_tissue and Neoplastic in the Bladder.
98,1_Bladder_fold_3_0861_img.png,Neoplastic;Epithelial;Connective_Soft_tissue,Bladder,Neoplastic and Epithelial and Connective_Soft_tissue,Highlight segmented lesion borders in Bladder.
99,1_Bladder_fold_3_0862_img.png,Neoplastic;Connective_Soft_tissue,Bladder,Neoplastic and Connective_Soft_tissue,Microscopy of the Bladder reveals features consistent with Neoplastic and Connective_Soft_tissue.
