image_id,image_path,classes,organ,classes_clean,instruction
41,1_Breast_fold_1_0041_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Connective_Soft_tissue and Neoplastic,The Breast biopsy slides demonstrate Inflammatory and Connective_Soft_tissue and Neoplastic.
42,1_Breast_fold_1_0042_img.png,Neoplastic;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Epithelial,This Breast case shows Neoplastic and Connective_Soft_tissue and Epithelial.
43,1_Breast_fold_1_0043_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial,Outline atypical Breast histological patterns for Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial.
44,1_Breast_fold_1_0044_img.png,Neoplastic;Connective_Soft_tissue;Epithelial;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Epithelial and Inflammatory,Draw boundaries separating tumor and stroma in Breast.
45,1_Breast_fold_1_0045_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,Microscopic appearance of the Breast corresponds to Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic.
46,1_Breast_fold_1_0046_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,Indicate where Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic alters normal histology of Breast.
47,1_Breast_fold_1_0047_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,"On examination, the Breast demonstrates Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic."
48,1_Breast_fold_1_0048_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,This is a Breast image. What is its label? Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic.
49,1_Breast_fold_1_0049_img.png,Epithelial;Connective_Soft_tissue;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Inflammatory,Highlight abnormal Breast morphology related to Epithelial and Connective_Soft_tissue and Inflammatory.
50,1_Breast_fold_1_0050_img.png,Epithelial;Connective_Soft_tissue;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Inflammatory,Interpret whether Epithelial and Connective_Soft_tissue and Inflammatory occur in this Breast sample.
51,1_Breast_fold_1_0051_img.png,Neoplastic;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Epithelial,The Breast belongs to the Neoplastic and Connective_Soft_tissue and Epithelial class.
52,1_Breast_fold_1_0052_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial,"Here, Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial are seen in the Breast."
53,1_Breast_fold_1_0053_img.png,Neoplastic;Epithelial;Connective_Soft_tissue,Breast,Neoplastic and Epithelial and Connective_Soft_tissue,Identify abnormal tissue borders in Breast due to Neoplastic and Epithelial and Connective_Soft_tissue.
54,1_Breast_fold_1_0054_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial,Recognize the class of this Breast: Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial.
55,1_Breast_fold_1_0055_img.png,Neoplastic;Connective_Soft_tissue;Epithelial;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Epithelial and Inflammatory,Trace regions altered structurally in Breast with Neoplastic and Connective_Soft_tissue and Epithelial and Inflammatory.
56,1_Breast_fold_1_0056_img.png,Neoplastic;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Epithelial,Identify and segment suspicious areas of Breast with Neoplastic and Connective_Soft_tissue and Epithelial changes.
57,1_Breast_fold_1_0057_img.png,Inflammatory;Connective_Soft_tissue;Epithelial,Breast,Inflammatory and Connective_Soft_tissue and Epithelial,Determine whether Inflammatory and Connective_Soft_tissue and Epithelial changes affect this Breast.
58,1_Breast_fold_1_0058_img.png,Epithelial;Connective_Soft_tissue,Breast,Epithelial and Connective_Soft_tissue,The Breast image shows Epithelial and Connective_Soft_tissue.
59,1_Breast_fold_1_0059_img.png,Inflammatory;Epithelial;Connective_Soft_tissue,Breast,Inflammatory and Epithelial and Connective_Soft_tissue,Circle nodular growth inside the Breast related to Inflammatory and Epithelial and Connective_Soft_tissue.
60,1_Breast_fold_1_0060_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,The Breast histology demonstrates clear evidence of Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
61,1_Breast_fold_1_0061_img.png,Epithelial;Connective_Soft_tissue,Breast,Epithelial and Connective_Soft_tissue,This Breast slide indicates Epithelial and Connective_Soft_tissue.
62,1_Breast_fold_1_0062_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,Highlight segmented lesion borders in Breast.
63,1_Breast_fold_1_0063_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,Here the Breast shows Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
64,1_Breast_fold_1_0064_img.png,Epithelial;Neoplastic;Connective_Soft_tissue,Breast,Epithelial and Neoplastic and Connective_Soft_tissue,The Breast corresponds with Epithelial and Neoplastic and Connective_Soft_tissue.
65,1_Breast_fold_1_0065_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,The Breast histology reveals Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
66,1_Breast_fold_1_0066_img.png,Epithelial;Connective_Soft_tissue;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Inflammatory,You can classify this Breast as Epithelial and Connective_Soft_tissue and Inflammatory.
67,1_Breast_fold_1_0067_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,Locate abnormalities in the Breast that suggest Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic.
68,1_Breast_fold_1_0068_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,Does this Breast tissue match Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory?
69,1_Breast_fold_1_0069_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,Pathological analysis shows Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic in the Breast.
70,1_Breast_fold_1_0070_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,Delineate regional alterations of Breast linked with Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
71,1_Breast_fold_1_0071_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,This Breast belongs to which class? Options: Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic.
72,1_Breast_fold_1_0072_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,Mark the suspicious Breast tissue indicative of Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
73,1_Breast_fold_1_0073_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial,The Breast histology reveals Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial.
74,1_Breast_fold_1_0074_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial,Label consistent pathological distortions of Breast.
75,1_Breast_fold_1_0075_img.png,Neoplastic;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Epithelial,This Breast section shows Neoplastic and Connective_Soft_tissue and Epithelial.
76,1_Breast_fold_1_0076_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial,The Breast tissue has Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial.
77,1_Breast_fold_1_0077_img.png,Inflammatory;Connective_Soft_tissue;Epithelial,Breast,Inflammatory and Connective_Soft_tissue and Epithelial,The Breast has been categorized as Inflammatory and Connective_Soft_tissue and Epithelial.
78,1_Breast_fold_1_0078_img.png,Neoplastic;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Epithelial,Outline suspicious regions in the Breast corresponding to Neoplastic and Connective_Soft_tissue and Epithelial.
79,1_Breast_fold_1_0079_img.png,Inflammatory;Connective_Soft_tissue;Epithelial,Breast,Inflammatory and Connective_Soft_tissue and Epithelial,The pathology report notes Inflammatory and Connective_Soft_tissue and Epithelial in the Breast.
80,1_Breast_fold_1_0080_img.png,Inflammatory;Connective_Soft_tissue;Epithelial;Neoplastic,Breast,Inflammatory and Connective_Soft_tissue and Epithelial and Neoplastic,Histological analysis of the Breast demonstrates Inflammatory and Connective_Soft_tissue and Epithelial and Neoplastic.
81,1_Breast_fold_1_0081_img.png,Neoplastic;Connective_Soft_tissue;Epithelial;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Epithelial and Inflammatory,Determine whether the Breast image contains indications of Neoplastic and Connective_Soft_tissue and Epithelial and Inflammatory.
82,1_Breast_fold_1_0082_img.png,Neoplastic;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Epithelial,This Breast slide is Neoplastic and Connective_Soft_tissue and Epithelial.
83,1_Breast_fold_1_0083_img.png,Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Epithelial and Connective_Soft_tissue and Neoplastic,Pathological assessment identifies Epithelial and Connective_Soft_tissue and Neoplastic in the Breast.
84,1_Breast_fold_1_0084_img.png,Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Epithelial and Connective_Soft_tissue and Neoplastic,Classify the following Breast case under: Epithelial and Connective_Soft_tissue and Neoplastic.
85,1_Breast_fold_1_0085_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,This Breast is labeled Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
86,1_Breast_fold_1_0086_img.png,Inflammatory;Epithelial;Neoplastic;Connective_Soft_tissue,Breast,Inflammatory and Epithelial and Neoplastic and Connective_Soft_tissue,Sections of the Breast reveal diagnostic signs of Inflammatory and Epithelial and Neoplastic and Connective_Soft_tissue.
87,1_Breast_fold_1_0087_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,Tag the parts of the Breast affected by Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
88,1_Breast_fold_1_0088_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,Label any clustered abnormalities inside Breast for Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
89,1_Breast_fold_1_0089_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,Trace areas in the Breast that reflect Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
90,1_Breast_fold_1_0090_img.png,Epithelial;Neoplastic;Connective_Soft_tissue,Breast,Epithelial and Neoplastic and Connective_Soft_tissue,Findings: Epithelial and Neoplastic and Connective_Soft_tissue affecting the Breast.
91,1_Breast_fold_1_0091_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,This Breast tissue corresponds to Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
92,1_Breast_fold_1_0092_img.png,Epithelial;Connective_Soft_tissue;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Inflammatory,Indicate zones of Epithelial and Connective_Soft_tissue and Inflammatory detected in the Breast tissue sample.
93,1_Breast_fold_1_0093_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial,The Breast histopathological findings suggest Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial.
94,1_Breast_fold_1_0094_img.png,Neoplastic;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Epithelial,Segment classesd structural areas of Breast from Neoplastic and Connective_Soft_tissue and Epithelial.
95,1_Breast_fold_1_0095_img.png,Neoplastic;Inflammatory;Epithelial;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Epithelial and Connective_Soft_tissue,Outline early pathological indicators in Breast for Neoplastic and Inflammatory and Epithelial and Connective_Soft_tissue.
96,1_Breast_fold_1_0096_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial,Outline atypical Breast histological patterns for Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial.
97,1_Breast_fold_1_0097_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial,Circle nodular growth inside the Breast related to Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial.
98,1_Breast_fold_1_0098_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial,This Breast data is labeled as Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial.
99,1_Breast_fold_1_0099_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial,Recognize Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial manifestations within this Breast section.
100,1_Breast_fold_1_0100_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial,Circle evident pathology in the Breast attributed to Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial.
101,1_Breast_fold_1_0101_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue;Epithelial,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial,Isolate the pathologic features of Neoplastic and Inflammatory and Connective_Soft_tissue and Epithelial within the Breast sample.
102,1_Breast_fold_1_0102_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Separate healthy and classesd regions of Breast for Neoplastic and Connective_Soft_tissue and Inflammatory.
103,1_Breast_fold_1_0103_img.png,Epithelial;Connective_Soft_tissue;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Inflammatory,"Under the microscope, the Breast reveals Epithelial and Connective_Soft_tissue and Inflammatory."
104,1_Breast_fold_1_0104_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,Here the Breast is Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
105,1_Breast_fold_1_0105_img.png,Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Epithelial and Connective_Soft_tissue and Neoplastic,Sections examined from the Breast indicate Epithelial and Connective_Soft_tissue and Neoplastic.
106,1_Breast_fold_1_0106_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,This Breast entry matches Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
107,1_Breast_fold_1_0107_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,The Breast is noted for Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic.
108,1_Breast_fold_1_0108_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,Mark degeneration patterns in Breast pointing to Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
109,1_Breast_fold_1_0109_img.png,Epithelial;Connective_Soft_tissue;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Inflammatory,Identify fibrosis and necrosis zones of Breast.
110,1_Breast_fold_1_0110_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,This Breast is an example of Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
111,1_Breast_fold_1_0111_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,The Breast slides are positive for Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
112,1_Breast_fold_1_0112_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial,The Breast corresponds to the class Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial.
113,1_Breast_fold_1_0113_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial,Delineate tumor versus necrotic tissue in Breast.
114,1_Breast_fold_1_0114_img.png,Neoplastic;Connective_Soft_tissue;Epithelial;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Epithelial and Inflammatory,Mark areas of Breast showing Neoplastic and Connective_Soft_tissue and Epithelial and Inflammatory.
